id,nom_article,code_barres,date_peremption,PAU,PVU,PVG,categorie_id
3,maison castel cremant de bordeaux,3211200000807,,7700,9000,,1
4,maison castel ICE cuvee blanche,3211200024834,,5300,6500,,1
5,maison castel ICE cuvee rose,3211200024919,,5250,6500,,1
6,d lucio blanc,8410775002413,,3500,4000,,1
7,d lucio rose,8410775002178,,3000,4000,,1
8,villa veroni lambrusco emilia,3180280403368,,2500,3500,,1
9,carillonade,3760053777447,,4000,4000,,1
10,grand versant demi sec blanc,3760053772244,,1583,2500,,1
11,baron d arignac demi sec rose,3500610108396,,1625,2500,,1
12,xana mon alcolic raisin,8413481040076,,1250,1500,,1
13,magic sparkling blue,5414145065148,,1479.16,1750,,1
14,sirop orange paillotes,3014400003049,,1666,2000,,1
15,sirop citron paillotes,3014400003018,,1666,2000,,1
16,sirop grenadine paillotes,3014400003025,,1666,2000,,1
17,sirop menthe paillotes,3014400003032,,1666,2000,,1
18,mamma mia vin rouge cuvee speciale,8420209033401,,1500,2000,,1
19,lamothe parrot signature,3324651372017,,1916.66,2500,,1
20,selection vertige,3760053770486,,1840,2500,,1
21,cal y canto fruity rose,8437007139440,,1750,2250,,1
22,cal y canto full red merlot syrah 13.5% 750ml,8437007139426,,1750,2250,,1
23,la cour des dames merlot,3760053770356,,1940,2500,,1
24,brise de france merlot,3249382016705,,2416.66,2800,,1
25,brise de france cabernet sauvignon,3249382004979,,2416.66,2800,,1
26,frontera merlot,7804320706009,,2350,2800,,1
27,frontera cabernet sauvignon,7804320559001,,2125,2800,,1
28,four cousins natural sweet red,6002269000566,,2125,2750,,1
29,pearly bay dry red,6002323317432,,2458.33,3000,,1
30,les ormes de cambras merlot,3211203420121,,3600,4700,,1
31,beauvillon,3180280404525,,2600,3700,,1
32,baron de lestac bordeaux,3211203433220,,5600,6800,,1
33,maison castel merlot,3211201046460,,4250,5500,,1
34,bordeaux vin rouge,3452130038199,,3500,4500,,1
35,maison castel cabernet sauvignon,3211201046439,,0,5500,,1
36,capitor red cuvee,3211209284338,,5500,7000,,1
37,maison castel syrah,3211201046491,,4250,5500,,1
38,chateau meric minervois,3291890045166,,4000,5000,,1
39,mouton cadet bordeaux baron,3262151001757,,7750,9500,,1
40,alexio garcia vin rouge,5604414101015,,3750,4000,,1
41,clarendelle bordeaux,3760136214227,,10416.66,12500,,1
42,jelzin currant vodka,3263285154678,,2230,3000,,1
43,jelzin vodka,3263285152629,,2083,2500,,1
44,white fox triple distilled vodka naughty green apple,8901053001292,,1791,2500,,1
45,silver anchor london dry gin,8901591003420,,0,2000,,1
46,john langer premium spiritueux,3014409001695,,0,2750,,1
47,royal circle premium extra smooth whisky,8904023700195,,1875,2500,,1
48,black delux whisky,8902967200900,,0,3000,,1
49,pm 8 750ml,8902147010923,,1917,2500,,1
50,clan campbell,5010739610406,,7167,8500,,1
51,jelzin vodka 70cl,3263285151356,,1450,2250,,1
52,jelzin red orange liqueur 70cl,3263285153077,,1550,2250,,1
53,jelzin black liqueur 70cl,3263285154029,,1550,2250,,1
54,hamwick spiritueux original branded 1l,3014400013062,,1291,2000,,1
55,mac callister whisky,5414145035714,,0,3000,,1
56,boisson anisee ballon,8904124700193,,0,1500,,1
57,milestone 100 750ml,8902169000407,,1791.66,2500,,1
58,radico gold premium whisky,8902147013528,,2334,3000,,1
59,pentagon gold edition whisky 750ml,8901053004880,,1791.66,2500,,1
60,royal stag deluxe whisky 750ml,8901522000092,,2166,3000,,1
61,8 pm whisky 1l,8902147010916,,2209,3000,,1
62,after dark whisky 750ml,8901556014522,,0,3500,,1
63,whytehall honey whisky,8902146014717,,2250,3000,,1
64,martin richman single malt spirit 1l,4820136355746,,0,6500,,1
65,johnnie walker red label whisky 1L,5000267013626,,7084,9500,,1
66,johnnie walker black label whisky 1L,5000267023625,,15833.33,19000,,1
67,ballantines finest whisky 1L,5010106111956,,7083.33,9000,,1
68,jonnie walker red label whisky 375ml,5000267014609,,3437.5,4500,,1
69,jack daniel s 700ml,5099873224984,,9500,11000,,1
70,moet et chandon champagne 750ml,3185370001233,,0,25000,,1
71,glenfiddich whisky 1L,5010327302201,,0,22500,,1
72,chivas regal 12 whisky 750ml,80432400395,,0,17000,,1
73,chivas regal 12 whisky 1L,80432400432,,15834,20000,,1
74,vat 69 whisky 1L,5000292262716,,4583.33,6000,,1
75,martini l apertivo rose 1L,5010677915007,,5083.33,6500,,1
76,cinzano francesco cinzano 100cl,8000020000013,,4584,6000,,1
77,martini l apertivo blanc 1L,5010677925006,,5583.33,6500,,1
78,campari milano bitter 100cl,8000040000802,,0,10000,,1
79,malibu liqueur caribbean rum and coconut falvor 1L,5010284100025,,7500,10000,,1
80,beefeater london gin 1L,5000329002292,,7916.66,9000,,1
81,olmeca tequila blanc 1L,80432402207,,14584,17500,,1
82,absolute raspberri raspberri flavored vodka 1L,7312040040100,,0,9000,,1
83,absolute vodka 1L,7312040017034,,7917,9000,,1
84,absolute mango 1L,7312040181001,,0,9000,,1
85,grey goose vodka 1L,80480280017,,16666.66,18000,,1
86,skyy infusions citrus vodka 1L,8000040801003,,0,7500,,1
87,skyy vodka  1L,8000040001007,,0,7500,,1
88,jim beam bourbon whisky 1L,80686001201,,0,4000,,1
89,cointreau 1L,3035542001908,,10834,14000,,1
90,passport scotch whisky  1L,5000299210079,,6041,8000,,1
91,royal challenge whisky 750ml,8902967200245,,0,5000,,1
92,ricard pastis de marseille 1L,3163937010003,,0,8000,,1
93,pastis 51 1L,3047100097209,,0,8000,,1
94,golden touch 24 karat whisky,8906008853018,,0,4000,,1
95,baron de valls vin rouge 750ml,8410310095191,,1666,2250,,1
96,faisao black berries 750ml,5601110008280,,1750,2500,,1
97,faisao sangria 750ml,5601110007436,,1750,2500,,1
98,faisao aragonez castelao vinho tinto 750ml,5601110007429,,0,2500,,1
99,baron vincent 75cl,3500610137495,,0,2300,,1
100,poulma vin rouge moelleux 750ml,6186000087105,,1416,2000,,1
101,notre dame de l assomption vinrouge moelleux 750ml,6091251000202,,0,2000,,1
102,la destinee de saint marcel 750ml,3291890027780,,1583,2000,,1
103,noble cru merlot 750ml,3760218640050,,2100,2500,,1
104,don santiago sweet wine 750ml,8410775555230,,1334,2000,,1
105,baron d arignac 750ml,3263286314989,,1625,2000,,1
106,une journee speciale 750ml,6091251000813,,0,2000,,1
107,cuvee belle grove 75cl,8410261715490,,1250,1800,,1
108,capel blanco moscate 75cl,8410775553205,,2600,3750,,1
109,monte corzo barrica de roble 75cl,8410775000303,,2750,3500,,1
110,roche mazet merlot 75cl,3175520018655,,2125,2800,,1
111,demazel bordeau 750ml,3455441201603,,3000,4000,,1
112,noval tawny porto 75cl,5601064002372,,7000,9000,,1
113,porto cruz rose 75cl,3147699106525,,7000,9000,,1
114,porto cruz tawny 75cl,3147690089704,,7000,9000,,1
115,maison castel cotes du rhone,3211201046644,,4200,6500,,1
116,maison castel languedoc 75cl,3211209118039,,4400,5500,,1
117,cambras cabernet sauvignon merlot 75cl,3211209123743,,2600,3700,,1
118,very ananass blanc ananas,3211209289692,,3000,4000,,1
119,zoulou tentation 750cl,3180280407359,,3300,4300,,1
120,les combes de saint sauvesur cote du rhone 75cl,3211203421852,,4500,6000,,1
121,chemin des papes cotes du rhone villages 75cl,3250670001938,,3600,4750,,1
122,wild africa cream 750ml,6009600220027,,0,5000,,1
123,claston orange gin 100cl,8908004673416,,1417,2000,,1
124,claston min gin 100cl,8908004673409,,1459,2000,,1
125,claston lemon gin gin citron 100cl,8908004673430,,1541,2000,,1
126,le vieux menthos boisson spiritueuse 100 cl,3328640124359,,0,2250,,1
127,boum boum menthos,5414145039965,,1583,2000,,1
128,wodka magic ice 1L,5414145035035,,0,2500,,1
129,gypsy whisky 1L,8901053800369,,0,2000,,1
130,captain silver rum 1L,5414145037398,,0,2250,,1
131,baron de france vin rouge,8437011515889,,1533,2000,,1
132,altas cumbres vino tinto,8437005458604,,1167,2000,,1
133,don simon tempranillo 75cl,8410261206004,,1125,1500,,1
134,baron de senac tinto moelleux,8410775091028,,0,2000,,1
135,baron de romero rouge moelleux,8410261701202,,1500,2000,,1
136,grand versant rouge 750ml,3760053771377,,1166.67,2000,,1
137,petit palace 750ml,3760053771216,,1525,2000,,1
138,petit palace 750ml rouge,3760053771094,,1525,2000,,1
139,chartron reserve 750ml,3500610065354,,1625,2000,,1
140,don santiago dry wine 750ml,8410775501022,,1250,2000,,1
141,castillos de espana vin rouge sec,8410775500087,,0,2000,,1
142,don santiago semi dry wine 750ml,8410775552680,,1500,2000,,1
143,domaine du moulin vin rouge 75cl,8410702011884,,1250,1800,,1
144,vieux papes rouge 75cl,3175529632302,,0,3500,,1
145,monte don lucio cabernet sauvignon 75cl,8410775061526,,2875,3750,,1
146,domaine de la reine vin rouge 750ml,8420209027011,,0,1800,,1
147,ribera de los molinos cabernet sauvignon 750ml,8410775001980,,2875,3750,,1
148,carillonade bordeaux 750ml,3760053770691,,4166.66,5500,,1
149,les puces rouge 750ml,3211209290810,,3050,4200,,1
150,les ormes de cambras cabernet sauvignon 750ml,3211203420039,,3900,5500,,1
151,les puces blanc 750ml,3211209970880,,3750,4000,,1
152,le jardin du roy rouge demi sec 750ml,3211209961017,,2300,3250,,1
153,del vino chardonnay vin blanc 1L,3760134431978,,0,3500,,1
154,baron d arignac 1.5L,3500610044335,,2500,4000,,1
155,jp chenet cabernet syrah 1.5L,3263289993112,,0,6000,,1
156,jp chenet cabernet syrah 750ml,3263286301323,,2500,3000,,1
157,le pichet 500ml,3186122146721,,0,3300,,1
158,vieux papes 25cl,3175529632463,,1175,1500,,1
159,pentagon whisky 375ml,8901053004897,,937.5,1250,,1
160,four palms liqueur,5414145038449,,0,4750,,1
161,rhum colonel 1L,8904124700117,,0,1800,,1
162,don carlos vin rouge 1L,8904124700131,,0,1250,,1
163,bony pastis 100cl,3760134430100,,1292,1500,,1
164,nicol bitter,8901591005936,,0,2000,,1
165,dry london gin visa 1L,8904124700100,,1000,1500,,1
166,captain s gin 100cl,3014400014090,,1291,1700,,1
167,mac callister whisky 70cl,5414145035745,,0,3250,,1
168,eperon 1L,3014400180382,,1375,1600,,1
169,hunting lodge rhum 100cl,3162040171199,,2000,2500,,1
170,pentagon whisky 180ml,8901053004903,,430,700,,1
171,legend premium whisky 180ml,8901053800499,,430,700,,1
172,imperial blue whisky 180ml,8901522002102,,520,700,,1
173,don leon blanc 75cl,8437005458277,,1583,2000,,1
174,duo mythique syrah drenache 75cl,3308440037844,,0,5000,,1
175,castillo san simon monastrell 75cl,8410261082288,,0,1500,,1
176,grand sud merlot 1L,3263286345518,,2625,3500,,1
177,don santiago red sweet wine 1.5L,8410775556022,,1917,3500,,1
178,sangiovese rubicone 2L,4333465053585,,4150,5000,,1
179,johnnie walker gold label whisky 1L,5000267117584,,30000,35000,,1
180,penasol sangria 1L,8410702005036,,1250,1750,,1
181,four special vin rouge 750ml,6034000345070,,1416,2000,,1
182,medinet rouge 1L,4001432019239,,0,4000,,1
183,super brillo 750ml,8410498001540,,2220,2500,,1
184,super brillo 400ml,8410498050142,,1305,1500,,1
185,multi purpose foam cleaner 650ml,6970822190118,,0,1750,,1
186,oro fresh lavender 300ml,8410498710015,,916,1100,,1
187,oro intense royal,8410498260169,,916,1100,,1
188,oro fresh silvestre 300ml,8410498710039,,916,1100,,1
189,fatala insecticide 400ml,6970439911021,,917,1250,,1
190,nivea body milk 250ml,4005900417930,,0,1750,,1
191,nivea body lotion cocoa butter 250ml,4005808919031,,0,1750,,1
192,nivea body lotion express 250ml,4005900418135,,0,1750,,1
193,nivea star fruit shower cream 250ml,4005900308740,,0,1800,,1
194,familia lait de toilette 200ml,6181100380569,,0,1000,,1
195,hug body spray 75ml,,,0,1500,,1
196,je t aime deodorant 200ml,6133834005966,,0,1750,,1
197,je t aime charming deodorant 200ml,6133834005973,,0,1750,,1
198,sometimes deodorant papaye 200ml,6131001410803,,0,1750,,1
199,nagoya vaporisateur 100ml,37361003029,,0,1750,,1
200,mj code 100ml,6181100248272,,0,3000,,1
201,mon savon au lait fleur de patchouli 300ml,8710447445976,,0,1500,,1
202,24k,6181100452600,,0,3000,,1
203,day by day men lait corps 200ml,6181100533736,,0,700,,1
204,dx 77 pour femme chris adams,6291100172184,,0,6000,,1
205,day by day men lait sport 500ml,6181100533842,,0,1250,,1
206,day by day men lait protection solaire 500ml,6181100533729,,0,1250,,1
207,hello baby talc 600g,6181100321722,,0,1250,,1
208,babiya poudre 400g,6181100532456,,0,1000,,1
209,doudchou poudre 400g,6181100532043,,0,1000,,1
210,Babymed tacl protecteur douceur (250g),,,0,700,,1
211,boudchou poudre parfumée (200g),,,0,700,,1
212,Talc powder ps(120g),,,0,400,,1
213,vaseline one for all citron (1kg),,,0,2250,,1
214,petroleum jelly well's (1000ml),,,0,2250,,1
215,bouchou poudre parfumee 400g,6181100530520,,0,1000,,1
216,vaseline EcoFamily (1kg),,,0,2250,,1
217,vaseline one for all(1kg),,,0,2250,,1
218,Nid fortiCroissance (2500g),8717896009315,,13166.66,13500,,1
219,nido FortiCroissance (900g),8717896009292,,5292,5500,,1
220,nido FortiCroissance 2500F,8717896009285,,2291,2500,,1
221,M2 eau de toilette,6924574505393,,4000,5000,,1
222,Nido fortiCroissance (365g),6033000086488,,1958,2100,,1
223,venerate pour homme,752527837156,,4000,5000,,1
224,Nido FortiCroissance (400g) 2300F,8717896010335,,2020,2300,,1
225,elegance pour homme 100ml,6930446813299,,4000,5000,,1
226,couture pour homme,6991106481302,,4000,5000,,1
227,Cerelac fruits avec du lait (400g),6033000083043,,2083,2250,,1
228,dlinhill desire 100ml,6937372272015,,0,1500,,1
229,818 vip club,6926792608368,,4000,5000,,1
230,one direction,6939042311901,,4000,5000,,1
232,Nido 1+(400g),6009188002084,,2750,3000,,1
233,Guigoz 1(400g),7501058628084,,2541,2800,,1
234,Guigoz 2 (400g),7501058628091,,0,2800,,1
235,eau de toilette indomptable,6186000077366,,0,1750,,1
236,Nan optipro 3(400g),7501058633934,2021-12-31 00:00:00,3208,3400,,1
237,new man pour homme100ml,4006870561227,,1500,1750,,1
238,Nan optipro 1(400g),7501058633910,,3208,3400,,1
239,Nan optipro 2(400g),7501058633927,,3208,3400,,1
240,santiago eau de toilette 100ml,,,0,1750,,1
241,Milo Activ-G (400g),6033000085214,2022-01-01 00:00:00,1525,1800,,1
242,bodyzone style,6291104355590,,0,1800,,1
243,Nesquik instantaneo Cacao (400g),7613039490266,,2250,2750,,1
244,Nescafé classic (240g),6181002010106,,4584,4750,,1
245,bodyzone shape,6291104355569,,0,2000,,1
246,Nescafé classic boite(50g),6181002001067,,583,650,,1
247,Nescafé classic boite (200g),6181002010243,,2333,2900,,1
248,Arome Maggi (250ml),,,0,850,,1
249,maliza bomo 200ml,6297000697222,,0,1800,,1
250,Maggi tablette (600g),6181002001715,,1317,1400,,1
251,Maggi Arôme,6043000011168,,0,1400,,1
253,explore woman,698724139160,,0,1800,,1
254,Couscous sipa moyen(500g),,,0,750,,1
255,couscous Douba (1kg),3665225000050,,750,1000,,1
256,eskoda pink,698724139146,,0,1800,,1
257,zan,6291106487299,,2750,2000,,1
258,Farine de blé T55,,,0,1000,,1
259,brown orchid 200ml,6957797345422,,0,2000,,1
260,galaxy s3 200ml,6946686490350,,0,1800,,1
261,Couscous de fonio Maman service précuit (1kg),,,0,1250,,1
262,imo perfumed spray 200ml,6291106483994,,0,2000,,1
263,black and white for men,698724139115,,0,1800,,1
264,"Boullie precuit sorgho, maman service(1kg)",,,0,700,,1
265,french style 200ml,3546200000565,,0,1500,,1
266,Crespo olive verte (354g),,,0,1000,,1
267,Crespo olive verte sachet(125g),,,0,650,,1
268,patron silver,,,1500,1750,,1
269,Crespo olive verte(708g),,,0,2000,,1
270,elitis,6935488881879,,0,2250,,1
271,Chaya moutarde de dijon(1065g),,,0,1500,,1
272,biki quick shine,6952060266046,,292,700,,1
273,Vital moutarde de dijon(900ml),720264669545,,1125,1500,,1
274,Olara moutarde de dijon(370g),,,0,600,,1
275,coco butter ever sheen lait de beaute 500ml,6186000077410,,1000,1250,,1
276,camee vaseline parfumee pure jelly 300ml,6186000031351,,850,1000,,1
277,Patte Maman (4540g),6181100093254,,3500,3750,,1
278,madar desodorisant fruits rouges 300ml,750958279453,,0,1000,,1
279,Semoule de maïs jaune (1kg),,,0,1000,,1
280,day by day men attract power,6181100535488,,0,1250,,1
281,Baba lait (1kg),,,0,900,,1
282,750sucre carreau(1KG)BLOND 750f,,,680,750,,1
283,day by day men fresh clean 500ml,6181100533743,,1000,1250,,1
284,Natavie (120g),,,0,400,,1
285,caro white  300ml,6181100530018,,800,1000,,1
286,Natavie (420g),,,0,1000,,1
287,Natavie (1kg),,,0,1500,,1
288,caro white  500ml,6181100530001,,1250,1500,,1
289,avovita lait hydratant 750ml,6186000077212,,1000,1250,,1
290,queen elisabeth cocoa butter hand and body lotion 800ml,6186000077434,,1500,1750,,1
291,Patte Maman pasta carton(8kg),,,0,5500,,1
292,queen elisabeth cocoa butter hand and body lotion 400ml,6186000077045,,800,1000,,1
293,queen elisabeth cocoa butter cream 500ml,6186000077014,,1050,1300,,1
294,Bicarbonate de soude (90g),,,0,150,,1
295,queen elisabeth cocoa butter cream 250ml,6186000077021,,550,700,,1
296,Gilda couscous moyen (1kg),8008414000298,,1000,1200,,1
297,coco butter ever sheen creme 250ml,,,0,1250,,1
298,Tria couscous moyen (1kg),6111012100511,,0,1200,,1
299,Tom couscous(1kg),3665225000203,,750,1000,,1
300,ivana pure petroleum,6182000101940,,0,1000,,1
301,beure de karite de 1100f,,,900,1100,,1
302,Tria couscous(500g),6111012201140,,500,600,,1
303,coeur de vaseline 300g,6028050090141,,800,1000,,1
304,Macedoine Ana la bella(800g),8009673001781,,916.66,1200,,1
305,Quaker (500g),5000108478119,,1208.33,1500,,1
306,Macedoine Trianon (800g),3037542260088,,1200,1350,,1
307,beure de karite de 700f,,,600,700,,1
308,Macedoine Maingourd (800g),3112940141006,,116.66,1400,,1
309,beure de karite de 600,,,500,600,,1
310,petit pois Trianon (800g),3037542376130,,1200,1350,,1
311,kiwi brun 50ml,6001298488994,,0,500,,1
312,Petit pois a l'étuvée Jean Nicolas (800g),3156250111212,,1200,1350,,1
313,Macedoine Trianon (400g),3037542260033,,675,850,,1
314,kiwi neutral 50ml,6001298959951,,0,500,,1
315,Anna la belle petit pois(400g),,,0,400,,1
316,kiwi black 50ml,6001298959999,,400,500,,1
317,petit pois Trianon (400g),3037542376086,,700,850,,1
318,petit pois Anna la belle(400g),8009673000845,,458.33,600,,1
319,caro white gel douche clarifiant 500ml,6181100534009,,0,1000,,1
321,champooing sulfure 18 500ml,6181100321524,,800,900,,1
323,vaseline intensive care essential healing 200ml,8712561479806,,0,1200,,1
324,Huile Aya(45cl),,,437,500,,1
325,chairman lait clarifiant 217ml,6181100327601,,0,700,,1
326,Huile de tournesol lesieur (1L),,,0,1750,,1
327,Huile oleor (5l),,,0,8000,,1
328,ideal skin ardencia,6181100381474,,0,500,,1
329,Maïs doux Trianon (300g),,,0,750,,1
330,ideal skin body lotion 200ml,6181100325683,,0,500,,1
331,Anna Mais dous (340g),,,0,750,,1
332,ideal skin black creme corporelle,6043000073951,,0,500,,1
333,France lait blé biscuité (250g),,,0,1600,,1
334,France lait blé et fruit (250g),,,0,1600,,1
335,pommade hydrat plus aloe fresh 150ml,6181100327403,,0,500,,1
336,Blédine lacte croissance(250g),,,0,1750,,1
337,pommade hydrat plus carrot 150ml,6181100327427,,0,500,,1
338,Blédine biscuité et lait(250g),,,0,1750,,1
339,Blédilait croissance(900g),,,0,6500,,1
340,Bonnet rouge sachet (375g),6186000208203,,1750,2000,,1
341,pommade palanca,6186000077519,,0,500,,1
342,elyana pommade,6941092432130,,0,500,,1
343,Lait concentré sucré bonnet rouge (1kg),8716200674904,,1209,1400,,1
345,Lait concentré non sucré bonnet rouge (160g),8716200674706,,0,400,,1
346,ivana pure petroleum 80ml,6182000105153,,0,400,,1
347,Lait entier en poudre bonnet rouge (2500g),8716200718608,,11750,12500,,1
348,day by day pommade 400ml,6181100530452,,1000,1250,,1
350,big boss frotter baume menthole 125ml,6186000077243,,0,500,,1
351,lait entier en poudre bonnet rouge (400g),8716200470346,,2083.33,2300,,1
352,ub 150ml,6181100230017,,0,500,,1
353,lait entier en poudre Milgro Familia (400g),,,0,1750,,1
354,vaseline camee 150ml,6186000031344,,500,600,,1
355,Huile dinor 90cl,,,0,1200,,1
357,vaseline petroleum 777,6181100233469,,333.33,400,,1
358,Huile d'olive Royal (250ml),,,0,1500,,1
359,petroleum jelly,6181100320077,,0,500,,1
360,Blue band boite (450g),,,0,800,,1
361,avovita crene vitalisante 250ml,6186000077120,,600,700,,1
362,Margarine jadida (1kg),,,0,2000,,1
363,avovita pommade,6186000389025,,1100,1300,,1
364,Margarine jadida (500g),6046000002907,,896,1100,,1
365,avovita creme 500ml,6186000077113,,1050,1300,,1
366,Mayonnaise Calvé(825ml),6181001998047,,1784,2000,,1
367,Blue band (900g),,,0,1600,,1
368,nivea creme 150ml,4005808166190,,1000,1250,,1
369,Mayonnaise calvé(225ml),6181001998085,,625,750,,1
370,Mayonnaise calvé(450ml),6181001998061,,0,1300,,1
371,nivea creme 200ml,4005808801329,,1400,1700,,1
372,choco 85g,,,0,250,,1
373,petroleum jelly florona 240ml,8903387102591,,800,1000,,1
374,Top choco(250g),6033000231093,,525,750,,1
375,day by day men special exercice 120ml,6181100534177,,0,500,,1
376,top choco(150g),6033000231086,,333.33,500,,1
378,day by day men special exercice 60ml,6181100533927,,0,300,,1
379,choco max(250g),choco max(250g),,0,1000,,1
380,total relax anti mousquito 133ml,6182000103302,,700,900,,1
381,top choco (500g),6033000231116,,750,1000,,1
382,A.B.C,6182000101506,,0,500,,1
383,Bifarella (100g),,,0,1200,,1
384,vine frooty lemon,5480089341006,,0,500,,1
385,top choco (370g),6033000230874,,950,1250,,1
386,anaconda 35ml,6182000125908,,0,500,,1
387,Tikku viande de poulet(340g),6930550667962,,0,1000,,1
388,silver shoe care product,8690757005582,,0,1750,,1
389,Ginny viande de poulet(340g),,,0,900,,1
392,Beef flavor (340g),,,0,1000,,1
393,scorpion rubalm,,,0,500,,1
394,Broli luncheon meat beef(190g),,,0,600,,1
395,Broli luncheon meat chiken(190g),,,0,600,,1
396,scorpion baume de nerfs 100g,,,0,500,,1
397,Arisde Mackerel (155g),,,0,350,,1
398,Paté de boeuf(400g),,,0,1200,,1
399,loko,,,0,1000,,1
402,tarzan,,,0,500,,1
403,Beignet de crevette(180g),,,0,400,,1
404,Miel naturel chez Adama,,,3500,4000,,1
405,aboniki 25g,6156000046105,,0,750,,1
406,Miel nature chez adama (moyen),,,1800,2000,,1
407,Miel nature chez adama (bidon),,,850,1000,,1
408,Miel nature chez adama (tres petit),,,400,500,,1
409,ronn methyl salicylate,,,0,300,,1
410,baume de protection de nerfs protection relaxante muscular 100 ml,,,0,500,,1
411,SÜssli(100g),,,0,1750,,1
412,dr massage,6181100545494,,0,500,,1
413,robb well being original 25ml,,,0,500,,1
414,"Kosam sachet, lait entier en poudre (400g)",6044000172194,,1209,1500,,1
415,Kamis soutra bissap gingembre(150g),,,0,2500,,1
416,disaar gel  orange 100g,6932511215069,,0,1000,,1
417,2250nardi cafe (1L) 2250f,,,1900,2250,,1
418,disaar gel  vert 100g,6932522315079,,0,1000,,1
419,Café tresor de mon pays(1kg),,,0,2500,,1
420,La vache qui rit(120g),3073781082487,,490,650,,1
421,Zwan beef luncheon meat,8714555191855,,890,1100,,1
422,le eau de toilette 120ml,,,0,1500,,1
423,AlTaghZiah Beef hotdog(450g),5283002830041,,1250,1500,,1
424,abrehab grapes 35ml,,,0,500,,1
426,alyssa,779140343086,,0,750,,1
427,Carte noire classique,8000070016644,,4500,5000,,1
428,premier collection,,,0,500,,1
430,aoussarabia,,,0,500,,1
431,café TamTam (250g),,,500,650,,1
432,mirage 7ml,,,0,750,,1
433,gingembre en poudre naturel (84g),,,0,1000,,1
434,Strike Thé saveur citron(400g),3760295190127,,1416.66,1750,,1
435,tahani,,,0,750,,1
436,balkanis,,,0,750,,1
438,concentrated roll-on,3355992000260,,0,750,,1
439,miki black 75ml,,,0,700,,1
440,MJ's tomato ketchup(),6291003191091,,500,700,,1
441,yes perfume 50ml,6036000066917,,400,500,,1
442,Sonia piment extra fort(350g),,,0,900,,1
443,top elegance 100ml,,,0,2000,,1
444,sauce piment antillais (moyen),,,0,2000,,1
445,24heures,6186000056446,,0,1000,,1
446,sauce piment antillais (petit),,,0,1250,,1
447,maygas,,,0,1250,,1
448,gilda(70g),,,0,100,,1
449,free,6181100451207,,0,3000,,1
450,greem sol,6930446806697,,0,2000,,1
451,matcho for men,6181100235258,,0,3000,,1
452,gilda 210g,,,0,250,,1
453,gilda 400g,,,0,500,,1
454,parfum dollard,6181100452082,,0,2000,,1
455,Gilda 2200g,,,0,2500,,1
456,albakhoor 55ml,6937926309976,,0,1500,,1
457,vinaigre de vin 1l,3263850049118,,750,1000,,1
459,vinaigre de cidre 1l,3258561180113,,1666,2000,,1
460,matrix,6181100463132,,0,500,,1
461,"Vinaigre d'alcool, cristal 1L",3077311534170,,595,750,,1
462,sens 50ml,6182000118436,,0,10,,1
464,valve et bruleur,,,0,1000,,1
466,rambo gas 190g,5301000390722,,431,500,,1
467,Sel de table la baleine (500g),3183280027916,,608,800,,1
468,nouveaute paris 100ml,6937372213339,,1750,2000,,1
469,cobra 100ml,6937926306555,,1250,1500,,1
470,lomani,37361000059,,1750,2000,,1
471,Sel de table royal 250g,,,0,150,,1
472,silver max,6937926322142,,1250,1500,,1
473,Panzani farfalle 500g,3038351489806,,750,900,,1
474,camee parfum de toillette,6186000056071,,3000,4000,,1
475,Panzani cheveux d'ange,3038350011305,,750,900,,1
476,deal eau de parfum,6937926330673,,1500,2000,,1
477,Panzani forti,3038350013606,,640,850,,1
478,smart set,6934689285455,,2000,2500,,1
479,pure black,6931638906775,,1750,2000,,1
480,Pasta douba(500g),3665225000043,,425,600,,1
481,bondage,25929164701,,1500,2000,,1
482,peace axe,6937372278550,,1500,2000,,1
483,Rivocca patte alimentaires (500g),3177960000924,,0,850,,1
484,blue space 100ml,,,1750,2000,,1
485,class monsieur,,,1250,1500,,1
486,"rivocca tube, patte alimentaire 500g",3660861019800,,0,850,,1
487,colour me 50ml,25929121605,,1500,2000,,1
488,Gilda 200g,,,0,225,,1
489,color me green 50ml,25929129342,,1500,2000,,1
490,color me blue 50ml,25929126846,,0,2000,,1
491,color me silver 50ml,25929122121,,1500,2000,,1
492,Spaghetti maman 200g,6181100093186,,138,175,,1
493,marquise bleue,6181100322613,,400,500,,1
494,Flavor onion chicken (70g),,,0,200,,1
495,incidence pour homme 20ml,6181100329391,,400,500,,1
496,nuit de reve 20ml,6181100325911,,333,500,,1
497,"Perla Tea, mint (50g)",4796001452868,,354.16,500,,1
498,xeplore,6931638916309,,500,750,,1
499,pink love,6931638918273,,500,750,,1
500,7,6181100235098,,0,2000,,1
501,Perla Tea gingembre 50g,4796001452844,,354.16,500,,1
502,Perla Tea Orange,4796001452875,,395,500,,1
503,business card eau de toilette,6186000056811,,0,2500,,1
504,Perla Tea Strawberry 50g,4796001452882,,395,500,,1
505,15 for woman,6306236026277,,0,3000,,1
506,one man show 100ml,6926570501805,,0,2500,,1
507,cotton club 100ml,,,0,2500,,1
508,sirtaki,6181100312058,,0,3000,,1
509,Victoria Tamarin (25 sachets),8901035055909,,395,500,,1
510,axe ice cool,8710447497326,,0,1500,,1
511,Victoria Spicy Ginger (25 sachets),8901035054087,,395,500,,1
512,Victoria Garden Strawberry (25 sachets),8901035053752,,365,500,,1
513,victory pour homme 100ml,6937372263136,,2500,3000,,1
